basin,NH_NSE,GNN_NSE,improvement
42006,0.906386416823771,0.9454297966487384,0.03904337982496742
30011,0.7488000768626799,0.7873178552000417,0.03851777833736181
39027,0.7108552441607459,0.7491714737572973,0.038316229596551454
39120,0.7424699598137249,0.7807378060496994,0.03826784623597457
68001,0.8669803012923184,0.9045524593710484,0.037572158078730045
28091,0.8398404526309655,0.8772764294441237,0.037435976813158134
25021,0.6703416226767749,0.7070441606826666,0.03670253800589174
12008,0.7405409276182108,0.7766282107376064,0.036087283119395575
28082,0.8808757237483398,0.9167663392642634,0.03589061551592365
27032,0.8018487112039663,0.8371647592209364,0.03531604801697008
35003,0.4983112302551544,0.5334975831131268,0.03518635285797239
42011,0.4025323056278005,0.4373967813125283,0.03486447568472778
32004,0.7852733993638844,0.8200875138965201,0.03481411453263572
40022,0.6783249631323824,0.7129599221796812,0.03463495904729874
27025,0.8887075245994476,0.92327585909867,0.034568334499222475
54063,0.7763044038117276,0.8107393182565575,0.034434914444829934
34007,0.7992208024763162,0.8336006659033554,0.03437986342703914
58012,0.8818888110435176,0.9162482564430984,0.0343594453995808
33024,0.8276716097555153,0.8617561494678668,0.03408453971235148
52010,0.796934818541642,0.830190378332488,0.033255559790845934
39088,0.702617906341799,0.735745748137233,0.03312784179543404
27030,0.8765378632704425,0.9086168027350277,0.03207893946458518
39037,0.8807294071330348,0.9127071012354984,0.03197769410246354
55008,0.7879816350948222,0.8198601809417463,0.03187854584692407
84026,0.8257516395819398,0.8575666241559639,0.0318149845740241
9003,0.740436967657446,0.7721657411479619,0.03172877349051584
47011,0.8026106106828739,0.8340573258923588,0.03144671520948494
60002,0.8110169689888895,0.8419552305161948,0.030938261527305277
37018,0.6500617315126378,0.6808112041278622,0.030749472615224427
39007,0.8529193063068665,0.8836457517666041,0.030726445459737572
38003,0.7887107372527622,0.8193339252418144,0.03062318798905217
33031,0.523061740377142,0.553599624149328,0.030537883772185914
55026,0.8284370461743746,0.8582564015923505,0.029819355417975868
48005,0.8887709819045434,0.9179030867937972,0.029132104889253774
69007,0.8825616750896819,0.9116040345694126,0.029042359479730773
12006,0.6645776478805423,0.693358105074804,0.0287804571942617
65008,0.7130838386420508,0.7418443978441973,0.028760559202146485
8004,0.6790587412505817,0.7076257463933389,0.028567005142757118
26008,0.871332002434797,0.8994890494514634,0.028157047016666326
24003,0.7146368579420597,0.7425398744862237,0.02790301654416405
46003,0.848932617149519,0.8765376854965985,0.027605068347079542
65004,0.8827304012351619,0.9102729775367024,0.027542576301540556
31021,0.7870256392742043,0.8145199478813083,0.027494308607104
27051,0.7989937140446219,0.8262697800570871,0.027276066012465128
12001,0.7239323118622398,0.7510948365019251,0.02716252463968527
39006,0.8303003471833799,0.8573129245636449,0.02701257738026508
52007,0.8034194360222789,0.8304187493941826,0.026999313371903644
15039,0.5825186414690395,0.6093124862266714,0.026793844757631913
38014,0.7187000495369689,0.7454110131688636,0.026710963631894735
28003,0.7428037485185579,0.7694072593773263,0.026603510858768442
55014,0.8227238398543645,0.8492921614313875,0.026568321577023046
83006,0.8037099184795786,0.830083046068848,0.026373127589269352
102001,0.7672351677684355,0.7934472324822828,0.026212064713847294
39028,0.7093172042359456,0.7355233894966444,0.026206185260698844
28026,0.8457985618202157,0.8718554296051977,0.026056867784981952
28081,0.5360317559034535,0.5620601708365788,0.026028414933125243
39114,0.8147089808091106,0.8407319224673881,0.026022941658277565
21023,0.6344206187979875,0.6604142369613756,0.025993618163388077
8005,0.8568355493258116,0.8825811961554572,0.02574564682964553
38029,0.642081433603721,0.6676687269826271,0.025587293378906084
40017,0.6571523743846003,0.6826263324064061,0.025473958021805854
57007,0.8328388179606127,0.8583073267317118,0.025468508771099185
17018,0.73705946155766,0.7622779075665871,0.025218446008927087
57006,0.883693728773853,0.9088590524832748,0.025165323709421816
40020,0.5263678370532723,0.5512956480475525,0.02492781099428021
53017,0.8716406819081479,0.896528156283195,0.024887474375047125
27007,0.8370760058351493,0.8619306987173329,0.02485469288218356
90003,0.7875199895691357,0.8121166032224761,0.024596613653340427
43018,0.8898876530030723,0.9144427295115036,0.02455507650843136
12002,0.7506765581206519,0.7749785281098094,0.024301969989157457
